x,y
0,0.2915729888884057
1,0.23094872087947269
2,0.23160346215968847
3,0.2278373860623105
4,0.13724416318409338
5,0.21327431118721077
6,0.27575610691895214
7,0.30909055770800686
8,0.3216948635974999
9,0.2592908349970324
10,0.31531937499567286
11,0.3989991499389675
12,0.43436131259373406
13,0.4146276922982812
14,0.37055910526354685
15,0.284888060235791
16,0.35714124315212936
17,0.3931304232239183
18,0.3742594328386666
19,0.4432221090099826
20,0.3978974477714159
21,0.33806398268665255
22,0.31661674752821545
23,0.2214428879612378
24,0.2934251378393085
25,0.3439133457433633
26,0.3667737340439046
27,0.33804409007887637
28,0.2772274850184042
29,0.2012764699678344
30,0.17760406240910814
31,0.10410812457880002
32,0.06920143097858494
33,0.010118210187609417
34,0.022069085649883344
35,0.05402529578401481
36,0.09544331721479347
37,0.0492824411761079
38,0.02277295066262848
39,0.032102403009715674
40,0.07259021911714841
41,0.05526191221591957
42,0.11420332086865521
43,0.16793895272114356
44,0.0743215377415251
45,0.033871527558536056
46,0.10507596283758344
47,0.12459046907417023
48,0.07513333477275252
49,0.022570240024337385
50,0.07423867761198766
51,0.12897291071260947
52,0.03485906237320252
53,0.06488768008978578
54,0.11474788828534956
55,0.1646604441759752
56,0.14041906231744938
57,0.06374930674097545
58,0.12809017751837642
59,0.030236120879515313
60,0.10190284314287386
61,0.02383616974168068
62,0.041010117940084606
63,0.05245232367329829
64,0.10993945896437175
65,0.04275997863645491
66,0.12219035182526404
67,0.08332496744461378
68,0.08013706308771261
69,0.03477274038799712
70,0.011295218151253963
71,0.10986628794674384
72,0.027903803158552495
73,0.10326810713950542
74,0.00808865976942677
75,0.023441138309768267
76,0.1142534550736507
77,0.19061053879956305
78,0.10945849801976079
79,0.06160076952388768
80,0.07118097182872442
81,0.001739491119631273
82,0.016820120937325017
83,0.07351637598043588
84,0.05372210702679191
85,0.09918002430202134
86,0.021900548144008714
87,0.09809643829085246
88,0.10485011958173004
89,0.14067927314777354
90,0.1069678834298458
91,0.0578455068118689
92,0.10094558734426551
93,0.18968723203325702
94,0.1655173169892901
95,0.18578652658047978
96,0.2784820243976873
97,0.22788303373247393
98,0.21278853918581506
99,0.18281472731786572
100,0.09818788829366235
101,0.1183984311613018
102,0.13114224805748237
103,0.06624025895198751
104,0.10546538035264047
105,0.1796968736255593
106,0.09141092506499428
107,0.12809325061597726
108,0.1050236040117645
109,0.05581480623401383
110,0.007970258102729444
111,0.0015336542086805405
112,0.00035422762316163203
113,0.07374707504607775
114,0.019404041398059298
115,0.011181103103972585
116,0.06952616234506256
117,0.0013817299175185316
118,0.09007825410040934
119,0.12236150308296181
120,0.2069653109028236
121,0.2692781363564162
122,0.29041433693414714
123,0.3827334529668952
124,0.36638997626731806
125,0.44180091619493644
126,0.4880184107969907
127,0.498726637658949
128,0.5647876240383165
129,0.5677339864971807
130,0.6421203690139918
131,0.5909473876361951
132,0.6756109187478774
133,0.6385135295206894
134,0.645015382937599
135,0.6745082590769196
136,0.6580170098648896
137,0.7044918713438659
138,0.6422173764695523
139,0.6790784526284013
140,0.6387202730693834
141,0.6380969127672519
142,0.6761663989158111
143,0.7579972323895766
144,0.7436343351374964
145,0.6906291833373623
146,0.6157438769375921
147,0.6837704056229646
148,0.6051552314267168
149,0.5126885092242391
150,0.5958177094295992
151,0.6610383025883548
152,0.6288191246724161
153,0.5329241053964557
154,0.507504779533677
155,0.49642487473573604
156,0.5123068754655425
157,0.5964170325889133
158,0.5380129796015174
159,0.6067267682717294
160,0.6771997296370925
161,0.6565662479559776
162,0.7381150252162294
163,0.6953952634525229
164,0.6249383491494114
165,0.6534007523943979
166,0.7349114008183524
167,0.8100042557757733
168,0.7381178920752204
169,0.6469964899305268
170,0.604946568691963
171,0.5801365007730794
172,0.5229473874227699
173,0.5546833113047135
174,0.5162175922812626
