x,y
0,0.7816988047902813
1,0.9999999954725538
2,0.000000001554690302799859
3,0.00000000000002177257390262352
4,0.00033428642532867
5,0.9999237675132165
6,0.9708359427930909
7,0.7372608885667631
8,0.000000002122569230499382
9,0.9999998377624201
10,0.000000000000000011999823451807561
11,0.9999497381929073
12,0.5392959009796184
13,0.9999995929523212
14,1.0
15,0.00000000000000005372815722714928
16,0.9999999999963899
17,0.998594111984215
18,0.9923051255267225
19,0.9997089723555117
20,0.20254199573799755
21,0.9999941570648393
22,0.9996160709298791
23,0.9999621578609414
24,0.5751291168721344
25,0.9999999976946534
26,0.23809247234461592
27,0.000028163734846252277
28,0.999498779528195
29,0.9999997952421359
30,0.0000000039789627673509795
31,0.2642908967823571
32,0.9999884586325688
33,0.000029118560127673503
34,0.8126496937597042
35,0.10716308013570296
36,0.00030291603094601444
37,0.9993736016920558
38,0.9999999999999777
39,0.00000000004569731367708004
40,0.9999467430856592
41,0.9997929236024469
42,0.09931880715896577
43,0.9999999999997528
44,0.9998842842462297
45,0.8314208832530416
46,0.9999999999999992
47,0.8351390471171094
48,0.9996894399746864
49,0.9973591373772248
50,0.9999993575260641
51,0.9998448986118442
52,0.00000000000007003086045429698
53,0.010519796534306484
54,0.9999565386525404
55,0.015121917844189679
56,0.9476539867809036
57,0.9994527457083817
58,0.00000000003549337933535352
59,0.0000000008016091385791222
60,0.000002832469283184793
61,0.000000000006734914304630155
62,0.9812429575172922
63,0.9967959497964916
64,0.9999999999997923
65,0.9999999979444786
66,0.00004264310435427443
67,0.9999977173955227
68,0.10676137482171522
69,0.8406646373101115
70,0.9999999968027452
71,0.08427212242396313
72,0.25760132050690454
73,0.9659300698728022
74,0.029730941060746346
75,0.00000004118517864625982
76,0.0000036146471999353902
77,0.053852817867036065
78,0.9992474895100452
79,0.03915585211998008
80,0.9999995944248133
81,0.9999337828740317
82,0.00000000014320987035468027
83,0.1890798932076304
84,0.00000002092320334806646
85,0.9999999999999835
86,0.0000021474027523720234
87,0.00001150520578638673
88,0.04809965749688691
89,0.0000000000006930842887510712
90,0.00051933383350948
91,0.9829414652442677
92,0.9999999999679317
93,0.96659542072279
94,0.00008960206631324371
95,0.12113573981693858
96,0.00000018104730996480523
97,0.00025826499594186703
98,0.1023905034367838
99,0.06351408133898626
100,0.9999915302475377
101,0.624201670035386
102,0.04814460090276087
103,0.997450661166587
104,0.9108455888319369
105,0.9241996602742115
106,0.07493928143199792
107,0.00494627142659993
108,0.08645042763315662
109,0.33163966974663706
110,0.5742234056680227
111,0.999999888715561
112,0.9904894453577192
113,0.0000000003982517829794142
114,0.4271554390749656
115,0.00019026201122280037
116,0.3894631721685413
117,0.000011091174784169196
118,0.00005184528231535391
119,0.4605668366548369
120,0.00043472421918382234
121,0.7296444553542804
122,0.30721064242711177
123,0.0000000218049255199956
124,0.9999999999994106
125,0.9999999999874704
126,0.1746422223961244
127,0.00001281876183264689
128,0.000004542893237323448
129,0.0002979295560844763
130,0.5079270859894167
131,0.9585667346547674
132,0.00002146991277121451
133,0.9995957742400415
134,0.0009271731972866506
135,0.30761196228044
136,0.9985324053474749
137,0.9994543337771137
138,0.9404909045526714
139,0.9033686849218904
140,0.2053997705877277
141,0.9999916649602434
142,0.000008516477462227435
143,0.04077702850559072
144,0.457182511017743
145,0.8714833089898762
146,0.0000006731581717228368
147,0.9999975551136595
148,0.9882051588348628
149,0.0000000006240356970898373
150,0.0550154063169182
151,0.000013205723517803603
152,0.0000063091179797437716
153,0.0000000000000000023481331055148075
154,0.000000000012713332576423332
155,0.08617629865259485
156,0.000013947279738886256
157,0.9998989267063412
158,0.9999490547386348
159,0.8494031635515499
160,0.000001565910415717413
161,0.0000035558154780901022
162,0.004567594751558731
163,0.0000000013733601733972174
164,0.9999999999995722
165,0.9324102298836168
166,0.3253268122417138
167,0.999993568070014
168,0.9997854457828844
169,0.000005886604830872202
170,0.0000000003120213035108618
171,0.0018199411194395985
172,0.00020660679025308863
173,0.016600763770620534
174,0.0000000000015994007326123708
175,0.99966676832036
176,0.04494763486106865
177,0.0014280125815539768
178,0.6386786217214695
179,0.015789003771183755
180,0.0000170576028745498
181,0.999999999965227
182,0.05914073004587001
183,0.0000000000000000000006542638220578039
184,0.0000005862022948096062
185,0.000004811063139927376
186,0.999999960480755
187,0.0000000002989611318700569
188,0.001928024042943928
189,0.4607005841388978
190,0.00028711498781898345
191,0.9999999730775455
192,0.9998724923724436
193,0.9999999998820689
194,0.09949382236253142
195,0.6443654869849764
196,0.15724352503951763
197,0.007923082732444282
198,0.0000000007655586333350099
199,0.00000007629944074313223
200,0.9984425317269084
201,0.003942574936923374
202,0.9999999999999994
203,0.9050179049805873
204,0.00003844880208186602
205,0.9992780487354829
206,0.18623306001059728
207,0.9981903764997941
208,0.0006069697560887253
209,0.9999999999999996
210,0.0005191692525637168
211,0.00004263497896628546
212,0.9999979938149086
213,0.681157980173273
214,0.0487686013484914
215,0.0002670332565156338
216,0.999963895425233
217,0.07528959854646021
218,0.00000000008575005904076494
219,0.10121912665212861
220,0.2201919704413059
221,0.000000000008812258991132369
222,0.0000000013060797725162792
223,0.00000950839419316922
224,0.9864386966962885
225,0.0000000000007073652435804631
226,0.8582574970968202
227,0.9999839780711369
228,0.000005270092162523404
229,0.36570721345456486
230,0.9999976657621575
231,0.000000011744198517128452
232,0.4610143798589789
233,0.009997530751736445
234,0.9999999932864561
235,0.975091137738032
236,0.000012673948809386667
237,0.9999999995470386
238,0.1548997955740139
239,0.9999976478495695
240,0.8665739862771725
241,0.6793750278662514
242,0.0000990574718245389
243,0.5606876867313968
244,0.03239820146013749
245,0.8200858668812504
246,0.10516643471583047
247,0.00000000003375639491131755
248,0.9999962047763262
249,0.892721522511034
250,0.0007589115688455292
251,0.999999190818581
252,0.000000019529197866914672
253,0.9998961904961736
254,0.9999999233948509
255,0.9999989687127279
256,0.0000000000004716936719762181
257,0.9999999937592706
258,0.0000002131449525805107
259,0.9991960976712132
260,0.9887971109805713
261,0.000000000000000002068033298717454
262,0.000020089618844673345
263,0.18241707377090424
264,0.9198305070620318
265,0.9999997387358628
266,0.999992091593871
267,0.35415454251042505
268,0.9999999837635317
269,0.17099968650921898
270,0.0003929192588814422
271,0.9997433456049156
272,0.009204523812134616
273,0.000047265207728012284
274,0.9962992502381156
275,0.02835590896208103
276,0.0000042950009091608424
277,0.9958716282953038
278,0.0001010758733845563
279,0.0000007231063547004891
280,0.0005980168480105098
281,0.00000000000000012744307985240952
282,0.000000001606256556006629
283,0.22323567322439156
284,0.00000444055370765293
285,0.001079545508766283
286,0.820796968637967
287,0.014248347303840756
288,0.9999999996866681
289,0.9956154696696724
290,0.00000000000008693316502506267
291,0.19757218734002477
292,0.9341363543227756
293,0.9996200315549854
294,0.000000000030248680278763226
295,0.13865160915244326
296,0.9999273829915216
297,0.00008539422941733954
298,0.050337845176487574
299,0.999882471669467
300,0.9999999999999998
301,0.7519470932328548
302,0.013914384518694874
303,0.00003255476818556203
304,0.000011743109328937592
305,0.7495935744766302
306,1.0
307,0.01521508373943995
308,0.5400501312749947
309,0.999999999985232
310,0.00000000022819813586240265
311,0.00011365995882537228
312,0.000000000026084122078202983
313,0.6551164832661803
314,0.9999990363326651
315,0.9999950932536473
316,0.989899005091321
317,0.004220001215082133
318,0.15440784456474363
319,0.9975553701645988
320,0.9999991713357463
321,0.4966697589041523
322,0.905698687963338
323,0.000006993908959910919
324,0.9823723287122829
325,0.985027980191258
326,0.9999601941913343
327,0.21529455225807673
328,0.9999152038936816
329,0.9990159362729174
330,0.9986546277341848
331,0.00003941194930913566
332,0.010278352952934824
333,0.9999955154987271
334,0.01176171213383057
335,0.0316713199156004
336,0.999999999911532
337,0.8684702893063561
338,1.0
339,0.9999999997835808
340,0.9998450412011142
341,0.5830601918359066
342,0.6166763262055819
343,0.00023593643619887413
344,0.9911395753466193
345,0.0048006737364814185
346,1.0
347,0.17221551541455513
348,0.004576389532504605
349,0.00006952375614272723
350,1.0
351,0.0000063214888101401825
352,0.9908454132518391
353,0.999999576916999
354,0.9999966462517406
355,0.000011659924656348091
356,0.008532526992805576
357,0.9999996684753246
358,0.999999555909624
359,0.5564956802163135
360,0.9992209049445357
361,0.06695502967303714
362,0.9999788234067064
363,0.9826607602002477
364,0.4097395096175864
365,0.023045875468926575
366,0.999999999876066
367,0.9994092965332506
368,0.00002513741043802296
369,0.43459754997846595
370,0.9999654754047858
371,0.9980045364680228
372,0.05312427606169323
373,0.000007021407844316814
374,0.007512541773720247
375,0.9127347385319041
376,0.9999981526985059
377,0.08357530042972043
378,0.00276651743998966
379,0.469999708861165
380,0.9999687865398798
381,0.9999992569820456
382,0.0000024811030068304425
383,0.0000000002404317868149902
384,0.000034451944898858924
385,0.999999999985177
386,0.8463994282733511
