x,y
0,0.3673384189812483
1,0.0002216784563518164
2,0.001895882650100118
3,0.8916261967455621
4,0.017059096797883633
5,0.029161065758019914
6,0.00027401528177888144
7,0.0002537055877000518
8,0.057744419142181494
9,0.8838058422795525
10,0.3394854189733737
11,0.8299942925048838
12,0.0003602507455732489
13,0.018203664515103798
14,0.00913057936088546
15,0.003923641586359054
16,0.1873134264415329
17,0.00012609802109040272
18,0.16837109324810928
19,0.0005237770403117306
20,0.02824021037355462
21,0.003726488225376497
22,0.0008780566061545284
23,0.19197013613993638
24,0.00023547102236673757
25,0.015936642089164187
26,0.00023611756363883145
27,0.0019541270437766853
28,0.02895975257218812
29,0.003800956935350229
30,0.05517119137450211
31,0.09835935481402341
32,0.09147716995546211
33,0.706866985087683
34,0.0005286504910452102
35,0.003878507042354977
36,0.33568900474703944
37,0.001518942330034593
38,0.5535090179785102
39,0.0051944137816743695
40,0.786503449299775
41,0.16680057217213543
42,0.8168122597169444
43,0.00052092179720211
44,0.05631061708124331
45,0.004151146548153686
46,0.00978656255011136
47,0.02972630679706664
48,0.026127579428918222
49,0.00012866239846102308
50,0.002225998616191977
51,0.05129222896150456
52,0.05058941287323972
53,0.11653355097592906
54,0.016079413318612117
55,0.00012110442985295259
56,0.008499140980868314
57,0.48178108262092906
58,0.008180296521081244
59,0.00039472197504047913
60,0.00021656782519106625
61,0.09568637736108045
62,0.002257336293929959
63,0.23028964676372707
64,0.12764575670290684
65,0.5118850117098919
66,0.49387141777073434
67,0.03300716693977154
68,0.00296012507894359
69,0.0028390112010100465
70,0.017211878477415503
71,0.0036038467468171064
72,0.17011344558609853
73,0.08837679575730481
74,0.00036735332208651886
75,0.03982423685303387
76,0.10853069236269233
77,0.008596670996313168
78,0.00010863314318832783
79,0.2811012187723967
80,0.021141096687595885
81,0.0022362666688712663
82,0.00011168751067029
83,0.009199752881426233
84,0.002549950057047224
85,0.31397535182251063
86,0.0023872902532039958
87,0.00306129623550732
88,0.000665627533927489
89,0.08462297603560101
90,0.015218484064350092
91,0.0004089306925229279
92,0.32381560936028003
93,0.029930047188850593
94,0.0007383373883769191
95,0.0018770340087886756
96,0.000187677174636578
97,0.0006914967592863259
98,0.0005868017155489269
99,0.03560135577637573
100,0.0008865557032382416
101,0.021944209260022725
102,0.6035657186079386
103,0.0008248226991665259
104,0.002364442001424169
105,0.00042825495812021493
106,0.004703367081795089
107,0.0024689397372223434
108,0.001044536807634618
109,0.00015053546053904888
110,0.00623558547040896
111,0.019492782532656634
112,0.021387239398917384
113,0.00021427252342956697
114,0.00017102707062438842
115,0.04439912278994613
116,0.00011977243318287086
117,0.020351027968587374
118,0.0023783668356486837
119,0.0001446786137624269
120,0.0002866057951786034
121,0.747995455926584
122,0.00040092247411105863
123,0.10912585837962387
124,0.0018505110005008615
125,0.00996074972858265
126,0.4848733429313056
127,0.013200385870922274
128,0.0002657237296142967
129,0.05076459336524663
130,0.0014938607761006883
131,0.0035839408385356254
132,0.018171056133854162
133,0.01721829649535727
134,0.13944216579647753
135,0.24670099161420114
136,0.0029527347218032533
137,0.01748431041275453
138,0.0019013053134567643
139,0.12786838696695843
140,0.0003616812880136279
141,0.1429279632444194
142,0.00045267302335904073
143,0.18101417297054542
144,0.5823050663795742
145,0.07515099996117588
146,0.45374284375998236
147,0.00030465141393349357
148,0.0001759246132806454
149,0.06254353943504753
150,0.20606010880684822
151,0.1400231826951579
152,0.00037036139964872534
153,0.49225119297383385
154,0.009122798582814805
155,0.004803962258744411
156,0.3678157772602204
157,0.4286049763915021
158,0.6479270880585205
159,0.0002725843419900036
160,0.008467192189584681
161,0.006210365632434719
162,0.43747433756628157
163,0.0026393640368585223
164,0.0006907640343111122
165,0.13211010699976083
166,0.0002561172517779531
167,0.0003721593425719462
168,0.013695979611331906
169,0.02772027712012451
170,0.02375737738991186
171,0.10558506482347108
172,0.006229173705977483
173,0.0018935553803617478
174,0.0003728174768371947
175,0.0402068520482787
176,0.013079216498812295
177,0.09374645246837016
178,0.709555651142382
179,0.02262336698350657
180,0.00040213682416801046
181,0.003060592060283989
182,0.06655769175889865
183,0.8476062048831208
184,0.0002796559492031506
185,0.02744093521217583
186,0.0010627872287127507
187,0.0371339318167625
188,0.13515741293368716
189,0.0004782457928331142
190,0.00043167302155830667
191,0.00618793354880401
192,0.002159082576485206
193,0.030192609068314377
194,0.012955978014442137
195,0.0001157224601462214
196,0.3836664178712819
197,0.0018861886063597183
198,0.0003570339719054937
199,0.0018153873550553982
200,0.0009851939873122134
201,0.0012570727777073752
202,0.000376808983898612
203,0.12866923810581588
204,0.13440928246503606
205,0.6468116562477098
206,0.0006209992387202671
207,0.0029967661291621607
208,0.00013721390529185086
209,0.0004627916213895331
210,0.0018593991332615293
211,0.41268714781546706
212,0.0025900803490984028
213,0.00043899820758440606
214,0.0006709273119561275
215,0.018815161025247443
216,0.6138043687994902
217,0.0038735333308731906
218,0.00011918028797422646
219,0.0324434689814949
220,0.00017170902300814422
221,0.00024468384067668944
222,0.021593577564817775
223,0.0542229438602895
224,0.013951998347305782
225,0.000364914923195165
226,0.3476655213078738
227,0.7212229949481198
228,0.00013306682394615118
229,0.04998669139430897
230,0.001410375378244501
231,0.7241226625449899
232,0.015905933078705047
233,0.016032691918188298
234,0.06071495477232807
